sku,name,store_view_code,dimension,dimensions_mm,i1out,operating_temperature_range,total_output_power_w,v1out_vdc,v2out_vdc,vin_range,series,attribute_set_code,product_type,categories,product_websites,description,short_description,weight,product_online,tax_class_name,visibility,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,country_of_manufacture,as_tran_application,as_tran_depth_mm,as_tran_height_inch,as_tran_height_mm,as_tran_isolation_voltage_vrms,as_tran_mounting_option,as_tran_package_qty,as_tran_package_style,as_tran_package_weght_g,as_tran_turn_ratio,as_tran_turn_ratio_pri,as_tran_turn_ratio_sec,as_tran_turn_ratio_sec2,as_tran_type,as_tran_width_mm,brochure,case,case_drawing,case_material,cfc_cb_i,cfc_cb_m,cfc_d_i,cfc_ul_i,cfc_ul_m,cfc_vde_i,cmc_current_rating_madc,cmc_dc_resistance_max_mom,cmc_depth_mm,cmc_height_mm,cmc_inductance_nom_muh,cmc_mounting_option,cmc_width_mm,color,configurable_dpm,current_ratio_amps,current_shunt,current_transformer,data_sheet,daylight_readable,dc_current_max,dc_resistance,dc_resistance_max,dc_resistance_secondary_max,design_origin,digit_height_inch,digit_height_mm,display_type,dosa,efficiency,enable_googlecheckout,eol_date,face_dim_view,face_view,features,form_factor,humidity,i2out,i3out,i4out,input_current,input_impedance_mohm,isolation_vac,isolation_vdc,isolation_voltage,is_imported,is_recurring,line_regulation_max,load_regulation_max,location,loop_drop_v,manufacturer,max_leakage_inductance,measuring_condition,measuring_range,measurment_type,meter_back_view,meter_dim_view,mounting_type,number_of_digit,output_current_range,output_power_total_w,package_style,pard_typical,pcs_180mm,pcs_330mm,pc_board_view,pinout,pinout_drawning,power_supply_current_ma,power_supply_isolation,power_supply_type,power_supply_v,primary_inductance_typical,production_date,product_brief,product_status,p_tran_dc_resist_secondary_1,p_tran_dc_resist_secondary_2,quality,rated_current_a,rated_output_mv,recom_current_transformer_desc,recom_current_transformer_name,recom_shunt_2_desc,recom_shunt_2_name,recom_shunt_3_desc,recom_shunt_3_name,recom_shunt_desc,recom_shunt_name,recurring_profile,regional_availability,replacement_part,resistance_ohm_25,resolution_v,ripple_noise,rohs_5,rohs_6,rohs_exc_11,rohs_exc_34,rohs_exc_6a,rohs_exc_6c,rohs_exc_7a,rohs_exc_7b,rohs_exc_7c1,rohs_exc_7c2,rohs_exc_7c3,rohs_exc_8,series_description,series_headline,series_primary,series_status,series_type,shielding,shunt_high_mv,shunt_low_mv,ts_dimensions_height,ts_dimensions_length,ts_dimensions_width,turn_ratio,update_rate_samples_sec,v1in_regulated,v1out_range_vdc,v1out_vdc_number,v2in_regulated,v3out_vdc,v4out_vdc,vin_max,vin_min,vin_nominal,volt_time_product,weight_g,weight_oz,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id
MEE1S0309DC,MEE1S0309DC,,0.457 x 0.390 x 0.272,11.6 x  x 9.9 x 6.9,1529,-40 to 85,1,9,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","9v 111mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input","9v 111mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:49 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_mee1.pdf,,,,,,Murata Power Solutions,,,,,81.5,Yes,,,,,,,,,,361,,,1000,,No,No,1.1,12,K,,,,,,,,,Through Hole,,,1,DIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950 ,,,,,,,,,,,,,,,,15,No,Yes,No,No,No,No,No,No,Yes,No,No,No,The MEE1 series is the new high performance version of our 1W NME series. The MEE1 series is more efficient and offers improved regulation performance for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 1kVDC galvanic isolation to reduce switching noise.,Isolated 1W Single Output DC-DC Converters,,,,,,,,,,,,,,9,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEE1S0309SC,MEE1S0309SC,,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10,1529,-40 to 85,1,9,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","9v 111mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input","9v 111mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:49 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_mee1.pdf,,,,,,Murata Power Solutions,,,,,81.5,Yes,,,,,,,,,,361,,,1000,,No,No,1.1,12,K,,,,,,,,,Through Hole,,,1,SIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950 ,,,,,,,,,,,,,,,,15,No,Yes,No,No,No,No,No,No,Yes,No,No,No,The MEE1 series is the new high performance version of our 1W NME series. The MEE1 series is more efficient and offers improved regulation performance for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 1kVDC galvanic isolation to reduce switching noise.,Isolated 1W Single Output DC-DC Converters,,,,,,,,,,,,,,9,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEE1S0312DC,MEE1S0312DC,,0.457 x 0.390 x 0.272,11.6 x  x 9.9 x 6.9,0.083,-40 to 85,1,12,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","12v 83mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input","12v 83mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:49 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_mee1.pdf,,,,,,Murata Power Solutions,,,,,84,Yes,,,,,,,,,,352,,,1000,,No,No,1.1,11,K,,,,,,,,,Through Hole,,,1,DIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950 ,,,,,,,,,,,,,,,,14,No,Yes,No,No,No,No,No,No,Yes,No,No,No,The MEE1 series is the new high performance version of our 1W NME series. The MEE1 series is more efficient and offers improved regulation performance for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 1kVDC galvanic isolation to reduce switching noise.,Isolated 1W Single Output DC-DC Converters,,,,,,,,,,,,,,12,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEE1S0312SC,MEE1S0312SC,,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10,0.083,-40 to 85,1,12,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","12v 83mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input","12v 83mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:49 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_mee1.pdf,,,,,,Murata Power Solutions,,,,,84,Yes,,,,,,,,,,352,,,1000,,No,No,1.1,11,K,,,,,,,,,Through Hole,,,1,SIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950 ,,,,,,,,,,,,,,,,14,No,Yes,No,No,No,No,No,No,Yes,No,No,No,The MEE1 series is the new high performance version of our 1W NME series. The MEE1 series is more efficient and offers improved regulation performance for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 1kVDC galvanic isolation to reduce switching noise.,Isolated 1W Single Output DC-DC Converters,,,,,,,,,,,,,,12,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEE1S0315DC,MEE1S0315DC,,0.457 x 0.390 x 0.272,11.6 x  x 9.9 x 6.9,0.067,-40 to 85,1,15,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","15v 67mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input","15v 67mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:49 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_mee1.pdf,,,,,,Murata Power Solutions,,,,,84.5,Yes,,,,,,,,,,350,,,1000,,No,No,1.1,10,K,,,,,,,,,Through Hole,,,1,DIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950 ,,,,,,,,,,,,,,,,12,No,Yes,No,No,No,No,No,No,Yes,No,No,No,The MEE1 series is the new high performance version of our 1W NME series. The MEE1 series is more efficient and offers improved regulation performance for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 1kVDC galvanic isolation to reduce switching noise.,Isolated 1W Single Output DC-DC Converters,,,,,,,,,,,,,,15,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEE1S0315SC,MEE1S0315SC,,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10,0.067,-40 to 85,1,15,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","15v 67mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input","15v 67mA, Isolated 1W Single Output DC-DC Converter 1KVDC,  2.97-3.63V Input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:49 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_mee1.pdf,,,,,,Murata Power Solutions,,,,,84.5,Yes,,,,,,,,,,350,,,1000,,No,No,1.1,10,K,,,,,,,,,Through Hole,,,1,SIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950 ,,,,,,,,,,,,,,,,12,No,Yes,No,No,No,No,No,No,Yes,No,No,No,The MEE1 series is the new high performance version of our 1W NME series. The MEE1 series is more efficient and offers improved regulation performance for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 1kVDC galvanic isolation to reduce switching noise.,Isolated 1W Single Output DC-DC Converters,,,,,,,,,,,,,,15,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEJ1S0303SC,MEJ1S0303SC,,0.774 x 0.396 x 0.498,19.65 x 10.05 x 12.65,0.303,-40 to 85,1,3.3,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","3.3V 303mA, Isolated 1W Single Output 5.2KVDC ,DC-DC Converter, 2.97-3.63V Input","3.3V 303mA, Isolated 1W Single Output 5.2KVDC ,DC-DC Converter, 2.97-3.63V Input",,1,0,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:52 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_mej1.pdf,,,,,,Murata Power Solutions,,,,,70,Yes,,,,,,,,,,410,,,5200,,No,No,1.2,11,K,,,,,,,,,Through Hole,,,1,,,,,,,,,,,,,,,Recommended In Production,,,"UL60950, ANSI/AAMI ES60601-1 ",,,,,,,,,,,,,,,,42,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,"The MEJ1 series are single and dual output DC-DC converters in a 7 pin SIP package style offering an isolation and insulation upgrade path from the NMV & MEV1 series’. The MEJ1 series has UL60950 and ANSI/AAMI ES60601-1 recognition, which makes it ideal for applications where safety and miniaturisation are of paramount importance.",5.2kVDC Isolated 1W DC-DC Converters,,,,,,,,,,,,,,3.3,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEJ1S0305SC,MEJ1S0305SC,,0.774 x 0.396 x 0.498,19.65 x 10.05 x 12.65,0.2,-40 to 85,1,5,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","5V 200mA, Isolated 1W Single Output 5.2KVDC ,DC-DC Converter,2.97-3.63V Input","5V 200mA, Isolated 1W Single Output 5.2KVDC ,DC-DC Converter,2.97-3.63V Input",,1,0,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:52 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_mej1.pdf,,,,,,Murata Power Solutions,,,,,71.5,Yes,,,,,,,,,,400,,,5200,,No,No,1.2,10,K,,,,,,,,,Through Hole,,,1,,,,,,,,,,,,,,,Recommended In Production,,,"UL60950, ANSI/AAMI ES60601-1 ",,,,,,,,,,,,,,,,33,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,"The MEJ1 series are single and dual output DC-DC converters in a 7 pin SIP package style offering an isolation and insulation upgrade path from the NMV & MEV1 series’. The MEJ1 series has UL60950 and ANSI/AAMI ES60601-1 recognition, which makes it ideal for applications where safety and miniaturisation are of paramount importance.",5.2kVDC Isolated 1W DC-DC Converters,,,,,,,,,,,,,,5,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEJ2S0303SC,MEJ2S0303SC,,0.774 x 0.396 x 0.498,19.65 x 10.05 x 12.65,0.606,-40 to 85,2,3.3,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","3.3V 606mA, Isolated 2W Single Output 5.2KVDC, DC-DC Converter, 2.97-3.63V Input","3.3V 606mA, Isolated 2W Single Output 5.2KVDC, DC-DC Converter, 2.97-3.63V Input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"11/9/17, 7:26 PM","1/7/19, 6:38 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_mej2.pdf,,,,,,Murata Power Solutions,,,,,70,Yes,,,,,,,,,,756,,,5200,,No,No,1.2,17,K,,,,,,,,,Through Hole,,,2,,,,,,,,,,,,,,,Recommended In Production,,,"UL60950, ANSI/AAMI ES60601-1 ",,,,,,,,,,,,,,,,38,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,"The MEJ2 series are single and dual output medically approved DC/DC converters in a 7 pin SIP package style offering a power upgrade path from the NMJ series SIP DC/DC converters. The MEJ2 series is UL 60950 and ANSI/AAMI ES60601-1 recognized, which makes it ideal for applications
where safety and miniaturisation are of paramount importance.",5.2kVDC Isolated 2W DC-DC Converters,,,,,,,,,,,,,,3.3,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEJ2S0305SC,MEJ2S0305SC,,0.774 x 0.396 x 0.498,19.65 x 10.05 x 12.65,0.4,-40 to 85,2,5,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","5V 400mA, Isolated 2W Single Output 5.2KVDC, DC-DC Converter,  2.97-3.63V Input","5V 400mA, Isolated 2W Single Output 5.2KVDC, DC-DC Converter,  2.97-3.63V Input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"11/9/17, 7:26 PM","1/7/19, 6:38 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_mej2.pdf,,,,,,Murata Power Solutions,,,,,74,Yes,,,,,,,,,,784,,,5200,,No,No,1.2,15,K,,,,,,,,,Through Hole,,,2,,,,,,,,,,,,,,,Recommended In Production,,,"UL60950, ANSI/AAMI ES60601-1 ",,,,,,,,,,,,,,,,50,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,"The MEJ2 series are single and dual output medically approved DC/DC converters in a 7 pin SIP package style offering a power upgrade path from the NMJ series SIP DC/DC converters. The MEJ2 series is UL 60950 and ANSI/AAMI ES60601-1 recognized, which makes it ideal for applications
where safety and miniaturisation are of paramount importance.",5.2kVDC Isolated 2W DC-DC Converters,,,,,,,,,,,,,,5,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEU1S0303ZC,MEU1S0303ZC,,0.327 x 0.240 x 0.313,8.30 x 6.10 x 7.95,0.303,-40 to 85,1,3.3,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","3.3V 303mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input","3.3V 303mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input",,1,0,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:54 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_meu1.pdf,,,,,,Murata Power Solutions,,,,,76,Yes,,,,,,,,,,385,,,1000,,No,No,1.25,14,K,,,,,,,,,Through Hole,,,1,ZIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950,,,,,,,,,,,,,,,,50,No,Yes,No,No,No,No,No,No,Yes,No,No,No,"The MEU1 series is a new range of ultra miniature through hole 1W DC/DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40ºC to 85ºC. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.",Isolated 1W Single Output DC-DC Converters,,,,,,,,,,,,,,3.3,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEU1S0305ZC,MEU1S0305ZC,,0.327 x 0.240 x 0.313,8.30 x 6.10 x 7.95,0.2,-40 to 85,1,5,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","5V 200mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input","5V 200mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input",,1,0,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:54 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_meu1.pdf,,,,,,Murata Power Solutions,,,,,79,Yes,,,,,,,,,,373,,,1000,,No,No,1.2,12,K,,,,,,,,,Through Hole,,,1,ZIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950,,,,,,,,,,,,,,,,45,No,Yes,No,No,No,No,No,No,Yes,No,No,No,"The MEU1 series is a new range of ultra miniature through hole 1W DC/DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40oC to 85oC. They are ideally suited for providing local supplies on control system boards. With the added benefit of 1kVDC galvanic isolation to reduce switching noise and allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist.",Isolated 1W Single Output DC-DC Converters,,,,,,,,,,,,,,5,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEU1S0309ZC,MEU1S0309ZC,,0.327 x 0.240 x 0.313,8.30 x 6.10 x 7.95,1529,-40 to 85,1,9,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","9V 111mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input","9V 111mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input",,1,0,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:54 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_meu1.pdf,,,,,,Murata Power Solutions,,,,,79,Yes,,,,,,,,,,376,,,1000,,No,No,1.2,13,K,,,,,,,,,Through Hole,,,1,ZIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,No,No,Yes,No,No,No,"The MEU1 series is a new range of ultra miniature through hole 1W DC/DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40ºC to 85ºC. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.",Isolated 1W Single Output DC-DC Converters,,,,,,,,,,,,,,9,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEU1S0312ZC,MEU1S0312ZC,,0.327 x 0.240 x 0.313,8.30 x 6.10 x 7.95,0.083,-40 to 85,1,12,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","12V 83mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input","12V 83mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input",,1,0,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:54 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_meu1.pdf,,,,,,Murata Power Solutions,,,,,81,Yes,,,,,,,,,,369,,,1000,,No,No,1.2,12,K,,,,,,,,,Through Hole,,,1,ZIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,No,No,Yes,No,No,No,"The MEU1 series is a new range of ultra miniature through hole 1W DC/DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40ºC to 85ºC. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.",Isolated 1W Single Output DC-DC Converters,,,,,,,,,,,,,,12,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
MEU1S0315ZC,MEU1S0315ZC,,0.327 x 0.240 x 0.313,8.30 x 6.10 x 7.95,0.067,-40 to 85,1,15,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","15V 67mA, Isolated 1W Single Output 1kVDC , DC/DC Converters, 2.97-3.63V Input","15V 67mA, Isolated 1W Single Output 1kVDC , DC/DC Converters, 2.97-3.63V Input",,1,0,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:54 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murata Power Solutions,,,,,81,Yes,,,,,,,,,,371,,,1000,,No,No,1.2,10,M,,,,,,,,,,,,1,,,,,,,,,,,,,,,Recommended In Production,,,UL60950,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,No,No,Yes,No,No,No,"The MEU1 series is a new range of ultra miniature through hole 1W DC/DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40ºC to 85ºC. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.",Isolated 1W Single Output DC/DC Converters,,,,,,,,,,,,,,15,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
